,prompt,code,answer
458,Calculate the orbital period of a planet orbiting a star located at a distance of 50 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 50 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",33120806894.970898 yr
459,A galaxy is observed to have a redshift of 0.04080031619207251. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.04080031619207251[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],494.26544819714843 km / s
460,What are the Galactic coordinates (l and b) of a celestial object located at RA = 82.83 and Dec = -34.37 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 82.83  [EOL]dec = -34.37  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(238.6501675935813, -30.59879912765583)"
461,"What is the angular separation between two celestial objects located at (RA = 34.37, Dec = 3.71) and (RA = 26.46, Dec = -84.71) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 34.37  [EOL]dec1 = 3.71  [EOL]ra2 = 26.46 [EOL]dec2 = -84.71  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",88d28m12.62491927s
462,What is the name of the celestial object located at RA = 99.14 and Dec = 80.39 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 99.14  [EOL]dec = 80.39 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",06h36m33.6s +80d23m24s
463,A star located at a distance of 200 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
464,Calculate the orbital period of a planet orbiting a star located at a distance of 10 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 10 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",2962415027.4719462 yr
465,What are the Galactic coordinates (l and b) of a celestial object located at RA = 13.34 and Dec = 10.34 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 13.34  [EOL]dec = 10.34  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(123.70897482759489, -52.528847590199625)"
466,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 500 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 500 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],12.694850021680093
467,A galaxy is observed to have a redshift of 0.06167981293545249. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.06167981293545249[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],1123.9258354191352 km / s
468,"What is the angular separation between two celestial objects located at (RA = 74.58, Dec = -56.03) and (RA = 87.8, Dec = -49.98) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 74.58  [EOL]dec1 = -56.03  [EOL]ra2 = 87.8 [EOL]dec2 = -49.98  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",9d58m00.4851238s
469,What are the Galactic coordinates (l and b) of a celestial object located at RA = 9.72 and Dec = -48.81 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 9.72  [EOL]dec = -48.81  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(308.50092909923404, -68.18223920062039)"
470,What is the name of the celestial object located at RA = 88.97 and Dec = 80.89 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 88.97  [EOL]dec = 80.89 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",05h55m52.8s +80d53m24s
471,"What is the angular separation between two celestial objects located at (RA = 51.33, Dec = 62.28) and (RA = 97.17, Dec = -40.75) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 51.33  [EOL]dec1 = 62.28  [EOL]ra2 = 97.17 [EOL]dec2 = -40.75  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",109d24m41.57599433s
472,A galaxy is observed to have a redshift of 0.05278268846233432. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.05278268846233432[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],824.8354058472066 km / s
473,What are the Galactic coordinates (l and b) of a celestial object located at RA = 12.91 and Dec = -51.27 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 12.91  [EOL]dec = -51.27  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(302.854640331326, -65.85822208947059)"
474,"Convert the equatorial coordinates (RA = 7.18, Dec = 58.91) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 7.18  [EOL]dec = 58.91 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(119.99608902631988, -3.8321876228666283)"
475,A star located at a distance of 200 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
476,What are the Galactic coordinates (l and b) of a celestial object located at RA = 21.7 and Dec = -38.54 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 21.7  [EOL]dec = -38.54  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(272.1873834662562, -76.39990686842977)"
477,"What is the angular separation between two celestial objects located at (RA = 0.02, Dec = -73.64) and (RA = 59.97, Dec = -1.49) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 0.02  [EOL]dec1 = -73.64  [EOL]ra2 = 59.97 [EOL]dec2 = -1.49  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",80d26m51.13652959s
478,"What is the angular separation between two celestial objects located at (RA = 95.06, Dec = -17.78) and (RA = 25.07, Dec = 21.15) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 95.06  [EOL]dec1 = -17.78  [EOL]ra2 = 25.07 [EOL]dec2 = 21.15  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",78d49m49.63539489s
479,A star located at a distance of 100 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
480,"What is the angular separation between two celestial objects located at (RA = 96.65, Dec = -67.76) and (RA = 32.37, Dec = -81.05) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 96.65  [EOL]dec1 = -67.76  [EOL]ra2 = 32.37 [EOL]dec2 = -81.05  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",19d58m00.78375898s
481,A star located at a distance of 10 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
482,What are the Galactic coordinates (l and b) of a celestial object located at RA = 42.52 and Dec = 5.41 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 42.52  [EOL]dec = 5.41  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(168.77405812801385, -46.630410145657564)"
483,A galaxy is observed to have a redshift of 0.06687519080434262. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.06687519080434262[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],1319.5774704933838 km / s
484,Calculate the orbital period of a planet orbiting a star located at a distance of 200 parsecs using Astropy.,"[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import G, M_sun[EOL][EOL]distance = 200 * u.pc[EOL]star_mass = 1 * M_sun[EOL]orbital_period = (2 * np.pi * (distance**3 / (G * star_mass))**0.5).to(u.yr)[EOL]answer = orbital_period[EOL]",264966455159.76718 yr
485,A star located at a distance of 10 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
486,"What is the angular separation between two celestial objects located at (RA = 83.76, Dec = 37.27) and (RA = 9.16, Dec = 81.53) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 83.76  [EOL]dec1 = 37.27  [EOL]ra2 = 9.16 [EOL]dec2 = 81.53  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",50d56m34.69700072s
487,A star located at a distance of 500 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
488,What are the Galactic coordinates (l and b) of a celestial object located at RA = 91.47 and Dec = -66.79 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 91.47  [EOL]dec = -66.79  [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(276.65427418724795, -29.231790883385838)"
489,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 10 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 10 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],4.2
490,"Convert the equatorial coordinates (RA = 54.6, Dec = -7.26) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 54.6  [EOL]dec = -7.26 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(194.11503054233, -45.75639551937585)"
491,What is the name of the celestial object located at RA = 23.3 and Dec = 25.25 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 23.3  [EOL]dec = 25.25 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",01h33m12s +25d15m00s
492,"What is the angular separation between two celestial objects located at (RA = 50.66, Dec = 82.65) and (RA = 41.68, Dec = 80.35) using Astropy?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra1 = 50.66  [EOL]dec1 = 82.65  [EOL]ra2 = 41.68 [EOL]dec2 = 80.35  [EOL]coord1 = SkyCoord(ra=ra1, dec=dec1, unit=""deg"", frame=""icrs"")[EOL]coord2 = SkyCoord(ra=ra2, dec=dec2, unit=""deg"", frame=""icrs"")[EOL]angular_sep = coord1.separation(coord2)[EOL]answer = angular_sep[EOL]",2d38m55.80200796s
493,"Convert the equatorial coordinates (RA = 96.71, Dec = 29.86) of a celestial object to Galactic coordinates using Astropy. What are the Galactic coordinates (l and b)?","[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 96.71  [EOL]dec = 29.86 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]galactic_coord = equatorial_coord.transform_to('galactic')[EOL]galactic_l = galactic_coord.l.deg  [EOL]galactic_b = galactic_coord.b.deg  [EOL]answer = (galactic_l, galactic_b)[EOL]","(183.5513106451309, 8.299353120554994)"
494,A star located at a distance of 50 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
495,A star located at a distance of 500 parsecs has an apparent magnitude of 6.2. Calculate its absolute magnitude using Astropy.,[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]apparent_mag = 6.2[EOL]distance = 50 * u.pc[EOL]absolute_mag = apparent_mag - 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = absolute_mag[EOL],2.7051499783199064
496,A galaxy is observed to have a redshift of 0.08274495476220109. Calculate its recessional velocity using Astropy.,[EOL]from astropy.cosmology import Planck18 as cosmo[EOL]from astropy import units as u[EOL][EOL]redshift = 0.08274495476220109[EOL]recessional_velocity = cosmo.H0 * redshift * cosmo.comoving_distance(redshift)[EOL]answer = recessional_velocity.to(u.km/u.s)[EOL],2012.3731598943436 km / s
497,What is the name of the celestial object located at RA = 35.89 and Dec = -46.23 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 35.89  [EOL]dec = -46.23 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",02h23m33.6s -46d13m48s
498,What is the name of the celestial object located at RA = 98.88 and Dec = 17.17 using Astropy?,"[EOL]from astropy.coordinates import SkyCoord[EOL][EOL]ra = 98.88  [EOL]dec = 17.17 [EOL]equatorial_coord = SkyCoord(ra=ra, dec=dec, unit=""deg"", frame=""icrs"")[EOL]object_name = equatorial_coord.to_string('hmsdms')[EOL]answer = object_name[EOL]",06h35m31.2s +17d10m12s
499,"Given a star with an absolute magnitude of 4.2, calculate the apparent magnitude at a distance of 50 parsecs using Astropy.",[EOL]from astropy import units as u[EOL]import numpy as np[EOL]from astropy.constants import L_sun[EOL][EOL]absolute_mag = 4.2[EOL]distance = 50 * u.pc[EOL]apparent_mag = absolute_mag + 5 * (np.log10(distance / u.pc) - 1)[EOL]answer = apparent_mag[EOL],7.694850021680094
